vocabulary;variant_of;meaning;language;about_ethnicity;about_nationality;about_religion;about_gender;about_sexual_orientation;about_disability;about_class;archaic
mung;;"Pronunciation of 'hmong', the Vietnamese people which were relocated to the United States during and after the Vietnam War.";eng;1;1;0;0;0;0;0;0
munt;munter;"Among whites in South Africa, Zimbabwe, and Zambia, denotes a black person. Derives from muntu, the singular Bantu word for 'person'. In the UK, the word means 'ugly person', especially 'ugly woman'.";eng;1;0;0;0;0;0;0;0
munter;;"Among whites in South Africa, Zimbabwe, and Zambia, denotes a black person. Derives from muntu, the singular Bantu word for 'person'. In the UK, the word means 'ugly person', especially 'ugly woman'.";eng;1;0;0;0;0;0;0;0
murungu;;"An English person.";sna;0;0;0;0;0;0;0;0
mustalainen;;"Derived from the Finnish word for 'Black', it is a word for the Finnish Kale - a group of the Romani people that lives primarily in Finland and Sweden. It is nowadays sometimes considered an offensive term, and in common and official context romani is considered more appropriate.";fin;1;0;0;0;0;0;0;0
mustalaiset;mustalainen;"Derived from the Finnish word for 'Black', it is a word for the Finnish Kale - a group of the Romani people that lives primarily in Finland and Sweden. It is nowadays sometimes considered an offensive term, and in common and official context romani is considered more appropriate.";fin;1;0;0;0;0;0;0;0
musungu;;"An English person.";bem;1;0;0;0;0;0;0;0
mutt;;"A person of mixed heritage.";eng;1;0;0;0;0;0;0;0
muttal;modaya;"An idiot";tam;0;0;0;0;0;0;0;0
muzungu;;"An English person.";lug;0;0;0;0;0;0;0;0
muzzie;;"A Muslim.";eng;0;0;1;0;0;0;0;0
mwiji;;"Embu slur for a member of the Luo ethnic group, meaning 'uncircumcised'.";ebu;1;0;0;0;0;0;0;0
mzungu;;"Literally means ""foreigner"" but predominantly used in Swahili-speaking countries (particularly Kenya and Tanzania) to refer to white people. Very common since white people are still a curiosity in many parts of these countries and usually not intended to be offensive but sometimes used in a pejorative manner. Similar usage to ""faranji"" in Amharic.";swa;1;0;0;0;0;0;0;0
naca;naco;"A pejorative word often used in Mexican Spanish to describe the bad-mannered and poorly educated people, no matter if its refers to a poor or high economic-class person.";spa;1;1;0;0;0;0;1;0
nacho;;"A person of Hispanic descent.";eng;1;0;0;0;0;0;0;0
naco;;"A pejorative word often used in Mexican Spanish to describe the bad-mannered and poorly educated people, no matter if its refers to a poor or high economic-class person.";spa;1;1;0;0;0;0;1;0
Natsi;;"A person of German descent, from 'Nazi'.";fin;0;1;0;0;0;0;0;0
Natzisty;;"A person of German descent.";rus;0;1;0;0;0;0;0;0
Nazi;;"[1] Contraction of the full name for ""national socialism"" [2] A German";deu;1;1;0;0;0;0;0;1
neche;nitchie;"A North American Indian (from the Algonquian word for 'friend').";eng;1;0;0;0;0;0;0;0
ned;;"In Scotland, a lower class person or criminal, often identified with public housing and a predilection for sportswear";eng;0;0;0;0;0;0;1;0
neechee;nitchie;"A North American Indian (from the Algonquian word for 'friend').";eng;1;0;0;0;0;0;0;0
neejee;nitchie;"A North American Indian (from the Algonquian word for 'friend').";eng;1;0;0;0;0;0;0;0
Neger;;"a black person";deu;1;0;0;0;0;0;0;0
negro;;"A black person.";eng;1;0;0;0;0;0;0;0
"negro de mierda";;"A black person.";spa;1;0;0;0;0;0;0;0
Nemcurji;Nemskutarji;"A term reserved for the Germans that have Slovene ancestry and have been Germanized, now usually in connection with the population of the Austrian parts of Carinthia and southern Styria. During World War II the use was broader to include all collaborators of Nazi Germany in Slovenian lands.";slv;0;1;0;0;0;0;0;0
Nemskutarji;;"A term reserved for the Germans that have Slovene ancestry and have been Germanized, now usually in connection with the population of the Austrian parts of Carinthia and southern Styria. During World War II the use was broader to include all collaborators of Nazi Germany in Slovenian lands.";slv;0;1;0;0;0;0;0;0
neres;;"In Bangladesh and West Bengal, denotes a Muslim. From Bengali nere meaning bald, referring to the Buddhist ancestors of Muslims in Bengal.";ben;0;0;1;0;0;0;0;0
"net head";;"Chicano slur for Mexicans used in Los Angeles, from use of hairnets.";eng;1;0;0;0;0;0;0;0
newfie;;"A person from Newfoundland, often used to denote lack of intelligence.";eng;0;0;0;0;0;0;0;0
ngetik;;"Kalenjin slur for a member of the Luo ethnic group, meaning 'uncircumcised'.";kln;1;0;0;0;0;0;0;0
"nguoi tau";;"Boat person, boat people. Refers to Chinese people, who originally arrived in Vietnam by sea many centuries ago.";vie;1;1;0;0;0;0;0;1
nicca;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
nichi;nitchie;"A North American Indian (from the Algonquian word for 'friend').";eng;1;0;0;0;0;0;0;0
nichiwa;nitchie;"A North American Indian (from the Algonquian word for 'friend').";eng;1;0;0;0;0;0;0;0
nidge;nitchie;"A North American Indian (from the Algonquian word for 'friend').";eng;1;0;0;0;0;0;0;0
niemra;niemry;"A German woman, especially rather old, or ugly";pol;0;1;0;0;0;0;0;0
niemry;;"A German woman, especially rather old, or ugly";pol;0;1;0;0;0;0;0;0
nig;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
"nig nog";nigger;"A black person.";eng;1;0;0;0;0;0;0;0
nigar;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
niger;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
nigette;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
nigga;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
niggah;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
niggar;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
nigger;;"A black person.";eng;1;0;0;0;0;0;0;0
nigglet;niglet;"A black child.";eng;1;0;0;0;0;0;0;0
niggor;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
niggress;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
nigguh;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
niggur;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
niglet;;"A black child.";eng;1;0;0;0;0;0;0;0
nigor;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
nigra;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
nigre;nigger;"A black person.";eng;1;0;0;0;0;0;0;0
niknok;;"Dutch pejorative for a black person.";nld;1;0;0;0;0;0;0;0
niksmann;;"From German language negative word nichts/nix (nothing) and -manni for 'man'. Rarely used.";fin;0;1;0;0;0;0;0;1
nip;;"A person of Japanese descent (shortened version of Nipponese, from Japanese name for Japan, Nippon).";eng;0;1;0;0;0;0;0;0
nitchee;nitchie;"A North American Indian (from the Algonquian word for 'friend').";eng;1;0;0;0;0;0;0;0
nitchie;;"A North American Indian (from the Algonquian word for 'friend').";eng;1;0;0;0;0;0;0;0
nitchy;nitchie;"A North American Indian (from the Algonquian word for 'friend').";eng;1;0;0;0;0;0;0;0
"Northern monkey";;"Used in the south of England, relating to the supposed stupidity and lack of sophistication of those in the north of the country. In some cases this has been adopted in the north of England, with a pub in Leeds even taking the name 'The Northern Monkey'.";eng;0;0;0;0;0;0;0;0
ocker;;"An uncultivated Australian.";eng;0;1;0;0;0;0;0;0
octaroon;octroon;"A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.";eng;1;0;0;0;0;0;0;0
octroon;;"A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.";eng;1;0;0;0;0;0;0;0
ofay;;"A white person, from Pig Latin for 'foe.'";eng;1;0;0;0;0;0;0;0
ola;;"Swedish slur for a Norwegian";swe;0;1;0;0;0;0;0;0
Orangie;;"A pro-British Ulster Protestant, referring to supporters of the Orange Order.";eng;0;0;1;0;0;0;0;0
Oreo;;"A person who is black on the outside and white on the inside, as with an Oreo cookie.";eng;1;0;0;0;0;0;0;0
Oriental;;"An Asian person";eng;1;0;0;0;0;0;0;0
osuuji;;"Maasai slur for a member of the Kikuyu community, meaning 'thief'.";mas;1;0;0;0;0;0;0;0
otuwa;;"Person of Arabic descent. Specially the males wearing Thawb and Agal. This term is used by Sri Lankan diaspora living in Middle East region.";sin;1;0;0;0;0;0;0;0
"oven dodger";;"A Jew, alluding to one who escaped cremation during Holocaust.";eng;1;0;1;0;0;0;0;0
paddy;;"A person of Irish descent, derived from a nickname for Padraig.";eng;1;1;0;0;0;0;0;0
pakeha;;"Maori term for white New Zealanders, meaning 'white devil';";mri;1;1;0;0;0;0;0;0
paki;;"A person from South Asia or the Middle East, particularly a person from Pakistan.";eng;1;1;0;0;0;0;0;0
pakka;;"A male of Pakistani origin, typically wearing Shalwar Kameez. This term is used by Sri Lankan diaspora living in the Middle East.";sin;0;1;0;0;0;0;0;0
paleface;;"Historical Native American term for Caucasian.";eng;1;0;0;0;0;0;0;1
palla;;"Cooly (slave)";tam;1;0;0;0;0;0;1;0
pancake;;"An Asian person.";eng;1;0;0;0;0;0;0;0
"pancake face";pancake;"An Asian person.";eng;1;0;0;0;0;0;0;0
papist;;"A Roman Catholic person, usually Irish Catholic.";eng;0;0;1;0;0;0;0;0
papoose;;"A Native American child.";eng;1;0;0;0;0;0;0;0
paraiyar;;Scavenger;tam;1;0;0;0;0;0;1;0
parangi;;"A derogatory term for a Portuguese or Catholic person";tam;1;1;1;0;0;0;0;0
pato;;"Negative term used to describe an homosexual man or a seemingly gay man.";spa;0;0;0;0;1;0;0;0
patriarchy;;"[1] The overwhelming monopoly of power exerted by men.[2] An umbrella epiphet attempting to dismiss natural differences occurring from sexual dimorphism as a male conspiracy, the gender of which is the intended target of contempt [3] Orwellian shibboleth used to associate male-bodied individuals with male-identified elites in power";eng;0;1;0;0;0;0;0;0
payoponi;;"A person from Latin America";spa;1;1;0;0;0;0;0;0
peckerwood;;"Used by southern African-Americans and upper class whites to denote poor rural whites. It is still used mostly by African-Americans in reference to white people.";eng;1;0;0;0;0;0;0;0
pedal;;"faggot (homosexual)";pol;0;0;0;0;1;0;0;0
peela;;"A person of Asian descent";urd;1;0;0;0;0;0;0;0
pendatang;;"[1] To refer to Malaysian citizens who are not of Malay or native origin in Malaysian political context";msa;1;0;0;1;0;0;1;0
Penner;;"A homeless person";deu;0;0;0;0;0;0;1;0
pepik;;"a person of Chech nationality, may also refer to Chech and Slovakian ethnicity";pol;1;1;0;0;0;0;0;0
Pepper;;"A French Canadian or Quebecois, derived from the Anglo-Canadian jibe that their stereotypically bad dental hygiene was due to drinking Pepsi or Dr Pepper for breakfast.";eng;1;1;0;0;0;0;0;0
Pepsi;Pepper;"A French Canadian or Quebecois, derived from the Anglo-Canadian jibe that their stereotypically bad dental hygiene was due to drinking Pepsi or Dr Pepper for breakfast.";eng;1;1;0;0;0;0;0;0
perra;;"[1] A promiscuous woman. [2] An unattractive woman.";spa;0;0;0;1;0;0;0;0
perroflauta;;"left wing person";spa;0;0;0;0;0;0;1;0
pickaninny;;"Black children.";eng;1;0;0;0;0;0;0;0
Piefke;;"Refers to the cliché of a pompous (Protestant northern) German in general and a Berliner in particular";deu;0;1;1;0;0;0;0;1
Piffke;Piefke;"Refers to the cliché of a pompous (Protestant northern) German in general and a Berliner in particular";deu;0;1;1;0;0;0;0;1
pig;;"Police Officer";eng;0;0;0;0;0;0;1;0
piker;pikey;"Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.";eng;1;1;0;0;0;0;0;0
pikey;;"Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.";eng;1;1;0;0;0;0;0;0
piky;pikey;"Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.";eng;1;1;0;0;0;0;0;0
"pinche negro";;"A black person.";spa;1;0;0;0;0;0;0;0
pindos;;"Originally used by Russian troops as a disparaging term for an American soldier during Kosovo War. Currently is applied to any American.";rus;0;1;0;0;0;0;0;0
"pineapple nigger";;"A person of Hawaiian descent.";eng;1;0;0;0;0;0;0;0
"ping pang";;"A person of Asian descent.";eng;1;0;0;0;0;0;0;0
pinto;;"One who has both a Caucasian parent and a Native American parent.";eng;1;0;0;0;0;0;0;0
"plastic paddy";;"A non-Irish person who claims to be Irish.";eng;1;1;0;0;0;0;0;0
pocha;pocho;"A person of Mexican heritage who is partially or fully assimilated into American culture (literally, 'diluted, watered down (drink); undersized (clothing)').";spa;1;1;0;0;0;0;0;0
pocho;;"A person of Mexican heritage who is partially or fully assimilated into American culture (literally, 'diluted, watered down (drink); undersized (clothing)').";spa;1;1;0;0;0;0;0;0
poebe;poep;"A person of German descent. In Frisian (minority) language and Gronings dialect the word poep or poebe is used, as well as poepelân (Fr.), poepenlaand (Gr.) for Germany itself. In Gronings and Dutch poep means faeces, though the word does not seem to originate from that. A theory is that when Bernhard von Galen and his Westphalian troops arrived at Groningen in the 17th century to conquer the city, they used the word 'Puppe' (meaning puppet). The people from Groningen laughed about that because it sounds exactly like poebe, which means faeces. Another theory is that it originates from that same era, but from the word Bube, being a fondle word for boy. From the city of Groningen it spread out into the province of Groningen and the border region with Drenthe.";frr;0;1;0;0;0;0;0;0
poep;;"A person of German descent. In Frisian (minority) language and Gronings dialect the word poep or poebe is used, as well as poepelân (Fr.), poepenlaand (Gr.) for Germany itself. In Gronings and Dutch poep means faeces, though the word does not seem to originate from that. A theory is that when Bernhard von Galen and his Westphalian troops arrived at Groningen in the 17th century to conquer the city, they used the word 'Puppe' (meaning puppet). The people from Groningen laughed about that because it sounds exactly like poebe, which means faeces. Another theory is that it originates from that same era, but from the word Bube, being a fondle word for boy. From the city of Groningen it spread out into the province of Groningen and the border region with Drenthe.";frr;0;1;0;0;0;0;0;0
pogue;;"A person of Irish descent.";eng;1;1;0;0;0;0;0;0
pohm;pom;"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.";eng;0;1;0;0;0;0;0;0
"pointy head";;"A person of Asian descent.";eng;1;0;0;0;0;0;0;0
polack;;"A Pole or a person of Polish or Slavic origin, from the Polish endonym, Polak (see Name of Poland).";eng;0;1;0;0;0;0;0;0
polacos;;"Palabra despectiva utilizada en España para definir a los catalanes. / Derogatory word used in Spain to define the Catalans.";spa;1;1;0;0;0;0;0;0
Polake;;"a person from Poland";deu;0;1;0;0;0;0;0;0
pollo;;"[1] A person of Hispanic descent, from the Spanish word for 'chicken'. [2] An illegal alien, particularly one of Hispanic descent.";eng;1;0;0;0;0;0;0;0
pom;;"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.";eng;0;1;0;0;0;0;0;0
pommie;pom;"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.";eng;0;1;0;0;0;0;0;0
"pommie grant";pom;"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.";eng;0;1;0;0;0;0;0;0
pommy;pom;"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.";eng;0;1;0;0;0;0;0;0
popolo;;"Used in Hawaii to denote a black person.";eng;1;0;0;0;0;0;0;0
poppadom;;"Used as a derogatory term directed towards South Asians (and sometimes Middle Eastern people).";eng;1;0;0;0;0;0;0;0
"porch monkey";;"A black person referring to perceived common behavior of groups hanging out on front porches or steps of urban apartment complexes in US cities.";eng;1;0;0;0;0;0;0;0
pot;;Lesbian;nld;0;0;0;0;1;0;0;0
powderburn;;"A black person.";eng;1;0;0;0;0;0;0;0
"prairie nigger";;"A Native American.";eng;1;0;0;0;0;0;0;0
Preiss;;"A peson of German descent. Derived from the local name for Prussian. Used to describe any German since the establishment of a Prussian Garrison in Fortress Luxembourg in 1815. Still commonly used today but most popular with World War II survivors.";ltz;0;1;0;0;0;0;0;1
prieto;indio;"A word used in Mexico to denote a person of dark brown or black hair and of browner skin tones and/or Amerindian or Afro-Mexican origin";spa;1;0;0;0;0;0;0;0
prod;;"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork";eng;0;0;1;0;0;0;0;0
"proddy dog";prod;"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork";eng;0;0;1;0;0;0;0;0
proddywhoddy;prod;"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork";eng;0;0;1;0;0;0;0;0
proddywoddy;prod;"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork";eng;0;0;1;0;0;0;0;0
property;;"A black person.";eng;1;0;0;0;0;0;0;0
Prusak;;"Derived from Prussian, Prusak is a rarely used term for Germans, which bears mostly negative connotations.";bul;0;1;0;0;0;0;0;1
Prusatsi;Prusak;"Derived from Prussian, Prusak is a rarely used term for Germans, which bears mostly negative connotations.";bul;0;1;0;0;0;0;0;1
Pseudomacedonian;Bulgaroskopian;"Used by Greeks when referring to the Macedonians in an attempt to deny self-identification";ell;0;1;0;0;0;0;0;0
Punjab;;"A person of Indian descent.";eng;1;1;0;0;0;0;0;0
pussy;;"[1] Pejorative word for female. [2] Pejorative word for male, meaning meek or cowardly.";eng;0;0;0;1;0;0;0;0
puta;;Bitch;spa;0;0;0;1;0;0;0;0
putain;pute;"[1] A prostitute. [2] A woman of loose morals. [3] A despicable person or thing (as in the phrase ""pute de..."")";fra;0;0;0;1;0;0;0;0
pute;;"[1] A prostitute. [2] A woman of loose morals. [3] A despicable person or thing (as in the phrase ""pute de..."")";fra;0;0;0;1;0;0;0;0
puto;;"[1] A male homosexual. [2] A male prostitute. [3] A womanizer.";spa;0;0;0;1;1;0;0;0
quadroon;;"A person who is 1/4 Black. Coined during the Civil War, referring to how White you had to be in order to serve in the army.";eng;1;0;0;0;0;0;0;0
quashie;;"A black person. From the West African name Kwazi, often given to a child born on a Sunday.";eng;1;0;0;0;0;0;0;0
queen;;"A homosexual.";eng;0;0;0;0;1;0;0;0
queer;;"A homosexual.";eng;0;0;0;0;1;0;0;0
"race traitor";;"Term used by white supremacists to denote a person of mixed race.";eng;1;0;0;0;0;0;0;0
raghead;;"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.";eng;1;0;0;0;0;0;0;0
razakars;;"Pejorative term in Bangladesh denoting brutality or treason, from the Pakistani paramilitary force during the 1971 Bangladesh Liberation War";ben;1;1;0;0;0;0;0;0
"red bone";"yellow bone";"[1] A black female with light skin. [2] A black female of mixed heritage.";eng;1;0;0;0;0;0;0;0
redlegs;;"Laborer-class whites in Barbados.";eng;1;0;0;0;0;0;0;0
redneck;;"Southern laborer-class whites.";eng;0;0;0;0;0;0;1;0
redskin;;"A Native American.";eng;1;0;0;0;0;0;0;0
retard;;"A disabled person, from 'retarded'.";eng;0;0;0;0;0;1;0;0
retarded;retard;"A disabled person, from 'retarded'.";eng;0;0;0;0;0;1;0;0
"retrasado mental";;Disabled;spa;0;0;0;0;0;1;0;0
"Rhine monkey";;"A person of German descent.";eng;0;1;0;0;0;0;0;0
"riben guizi";guizi;"Pejorative term used in Mainland China and Taiwan to denote foreigners, especially millitary enemies, such as riben guizi (Japanese devils, because of Second Sino-Japanese War) and meiguo guizi (American devils, because of Korean War).";zho;1;0;0;0;0;0;0;0
ricepicker;;"Meant to denigrate East Asians";;1;1;0;0;0;0;0;0
"Rico Suave";;"A person of Hispanic descent, from the singer of the same name.";eng;1;0;0;0;0;0;0;0
rifaap;;"Moroccan, literally Rif-ape, refers to the the Rif in northern Morocco.";nld;1;0;0;0;0;0;0;0
rifaapje;rifaap;"Moroccan, literally Rif-ape, refers to the the Rif in northern Morocco.";nld;1;0;0;0;0;0;0;0
rital;;"An person of Italian descent";fra;0;1;0;0;0;0;0;0
roofucker;;"Literally, kangaroo-fucker, an Australian iteration on 'sheepfucker'.";eng;1;1;0;0;0;0;0;0
rooinek;;"South African slang for an Anglo-African.";afr;1;0;0;0;0;0;0;0
rosbif;;"French pejorative for British tourists, from sunburn the color of roast beef.";fra;0;1;0;0;0;0;0;0
rosuke;;"A Russian.";jpn;0;1;0;0;0;0;0;0
roundeye;;"A white or non-Asian person.";eng;1;0;0;0;0;0;0;0
rube;;"A rural person.";eng;0;0;0;0;0;0;1;0
rubwa;;"Kikuyu slur for members of the Kalenjin ethnic community, from 'dog eater'.";kik;1;0;0;0;0;0;0;0
ruco;;"old person";spa;0;0;0;0;0;0;0;0
"Russellite ";;"A Jehovah's Witness, from American religious leader Charles Taze Russell.";eng;0;0;1;0;0;0;0;0
rutuku;;"A European, meaning 'red', a reference to skin color.";kin;1;0;0;0;0;0;0;0
Sack;;"[1] bag [2] scrotum [3] male person";deu;0;0;0;1;0;0;0;0
saeedi;sayeedi;"Used by Cairenes to refer to inhabitants of Upper Egypt.";ara;0;1;0;0;0;0;0;0
sakkiliya;;"A Tamil. Can refer to a very unhygienic or uncultured person, who lacks basic manners.";sin;1;0;0;0;0;0;0;0
sakkiliyar;;"Lowest caste person";tam;1;0;0;0;0;0;1;0
saks;;"Similar to the word sakslane ('German'), it was originally used for Germans, Saxons more precisely, but was later mostly used for German nobility in Estonia. Since then it has been offensively used for ethnic Estonian nobility. It is still sometimes used for Germans.";est;0;1;0;0;0;0;0;0
salope;;"A corrupt, debauched, or treacherous woman; a woman with loose morals. Generally carries sexual connotations.";fra;0;0;0;1;0;0;0;0
sambo;;"A black person.";eng;1;0;0;0;0;0;0;0
"sand nigger";;"Derogatory term for a person from the Middle East, Arab, South Asian world";;1;1;1;0;0;0;0;0
Sapatao;;"Homossexual do sexo feminino";;0;0;0;0;1;0;0;0
sart;;"This is  abusive cliché is addressed to settled population, mainly of the Uzbek group who are ethnic minority in Kyrgyzstan. Traditionally, the Kyrgyz  were nomadic people so cliché ""sart"" (settled) belongs to the group of ""others"".";kir;0;1;0;0;0;0;0;1
sauschwob;;"Swiss German for 'Pig-Swabian'.";gsw;0;1;0;0;0;0;0;0
SAWCSM;;"Straight, Able-bodied, White (Wealthy), Cisgendered, Sexual Male";eng;0;0;0;0;0;0;0;1
sawney;;"A Scottish person, local variant of Sandy, short for 'Alasdair'.";eng;0;1;0;0;0;0;0;1
sayeedi;;"Used by Cairenes to refer to inhabitants of Upper Egypt.";ara;0;1;0;0;0;0;0;0
sayoku;;Leftist;jpn;0;0;0;0;0;0;0;0
scag;;"A woman of loose morals";eng;0;0;0;1;0;0;1;0
scallie;;"A disreputable and/or working class person, from 'scallywag'";eng;0;0;0;0;0;0;1;0
scally;scallie;"A disreputable and/or working class person, from 'scallywag'";eng;0;0;0;0;0;0;1;0
scanger;spide;"In Northern Ireland, a spide is a young working class male. A female is known as a millie.";eng;0;0;0;0;0;0;1;0
"scheiss Ami";;"German pejorative for an American.";deu;0;1;0;0;0;0;0;0
schiptar;;"A person of Albanian origin.";;1;1;0;0;0;0;0;0
Schlampe;;"[1] a negligent female [2] a promiscuous female";deu;0;0;0;1;0;0;0;0
Schlitzauge;;"[1] slit eye [2] someone from east Asia";deu;1;0;0;0;0;0;0;0
schvartse;;"Literally 'black', a Yiddish term for someone of African descent.";yid;1;0;0;0;0;0;0;0
Schwanzlutscher;;"A male person performing fellatio";deu;0;0;0;0;1;0;0;0
schwartze;schvartse;"Literally 'black', a Yiddish term for someone of African descent.";yid;1;0;0;0;0;0;0;0
schwarze;schvartse;"Literally 'black', a Yiddish term for someone of African descent.";yid;1;0;0;0;0;0;0;0
schwarzer;schvartse;"Literally 'black', a Yiddish term for someone of African descent.";yid;1;0;0;0;0;0;0;0
Schwuchtel;;"A biologically male bisexual, gay, or transsexual person.";deu;0;0;0;0;1;0;0;0
scobe;;"In Ireland, a disreputable, working class or delinquent person";;0;0;0;0;0;0;1;0
scuffer;;"In the UK, [1] an uneducated or lower class person, or [2] a policeman.";;0;0;0;0;0;0;1;0
semihole;;"A Native American, from the Seminole tribe.";eng;1;0;0;0;0;0;0;0
senga;;"In Scotland, an unsophisticated or lower class female";eng;0;0;0;0;0;0;1;0
seppo;;"An American. (Cockney rhyming slang: Septic tank - Yank)";eng;0;1;0;0;0;0;0;0
septic;seppo;"An American. (Cockney rhyming slang: Septic tank - Yank)";eng;0;1;0;0;0;0;0;0
sesat;;heretic;;0;0;1;0;0;0;0;0
shade;;"A black person, or one attempting to be perceived as black.";eng;1;0;0;0;0;0;0;0
shagitz;shiksa;"A non-Jewish woman. Derived from the Hebrew root Shin-Qof-Tzadei, meaning loathsome or abomination. Most commonly used to refer to a non-Jewish woman who is dating or married to a Jewish man.";yid;1;0;0;0;0;0;0;0
shahktor;;"A black person, meaning 'coal miner' in reference to dark skin";rus;1;0;0;0;0;0;0;0
shahktyer;;"шахтер - Russian word used to describe black people. It literally means ""miner"" as if their skin was black from coal mining.";rus;1;0;0;0;0;0;0;0
shant;;"A disenfranchised Irish peson, from 'shanty'.";eng;0;1;0;0;0;0;1;0
"shanty Irish";;"A poor or disenfranchised person of Irish descent.";eng;1;1;0;0;0;0;0;0
sheeny;;"A 19th-century derogatory term for an 'untrustworthy Jew.'";eng;1;0;0;0;0;0;0;1
sheepfucker;;"A person of Scottish or Welsh descent, from an alleged predilection for having sex with sheep due to the scarcity of people in these regions.";eng;0;1;0;0;0;0;0;0
